MS_NO,DIVISION_GROUP,DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME,ART_SV_NAME_ENG,ART_NO,ART_SV_NO,BARCODE,BRAND,MODEL_NO,EXTRA_INFO,DC_SUPPL_NO,DC_SUPPL_NAME
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้าทอริ้ว BLUE M,BOXER  WOVEN BLUE M,102538325,0,2000006040916,COVE BODY,BPLE1812MU018,NMD080526,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด BLACK PT 1 M,BOXER  KNIT BLACK M,102538313,0,2000006040794,COVE BODY,BPLE1812MU015,PMD210726,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด GREY PT 3 L,BOXER  KNIT GREY L,102538310,0,2000006040763,COVE BODY,BPLE1812MU014,DMD300825,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด GREY PT 3 M,BOXER  KNIT GREY M,102538309,0,2000006040756,COVE BODY,BPLE1812MU014,DMD071025,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด NAVY PT 1 XL,BOXER  KNIT NAVY XL,102538291,0,2000006040572,COVE BODY,BPLE1812MU009,DMD071025,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด NAVY PT 1 M,BOXER  KNIT NAVY M,102538289,0,2000006040558,COVE BODY,BPLE1812MU009,DMD071025,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด BLUE พื้น1 XL,BOXER  KNIT BLUE XL,102538287,0,2000006040534,COVE BODY,BPLE1812MU008,PMD311249,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด BLUE พื้น1 L,BOXER  KNIT BLUE L,102538286,0,2000006040527,COVE BODY,BPLE1812MU008,PMD311249,,
322100205,01 NonFood,03 SOFT LINE,0322 MEN ESSENTIAL,0322 MEN ESSENTIAL,032210 MEN'S ACCESSORIES,03221002 UNDERWEAR,0322100205 BOXER SHORTS,บ๊อกเซอร์ผ้ายืด BLUE PT 2 M,BOXER  KNIT BLUE M,102538277,0,2000006040435,COVE BODY,BPLE1812MU006,DMD080526,,
550990802,02 Food,05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990802 CAKE,เค้กเรดฟรุ๊ตผสมอัลมอนด์,RED FRUIT LAYER CAKE,102537956,0,2000006037732,OTHER,NO_MODEL,PMD250825,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
540890803,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408908 PLASTIC,0540890803 TRAY,DE_ถ้วย YBM พร้อมฝา,DE_TRAY TBM,102533891,0,2000006010964,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
350510103,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035051 INFANT AND TODDLER,03505101 INFANT AND TODDLER,0350510103 CASUAL,MICKEYรท.เด็กเล็ก1026ฟ้าS24,INFANT SANDALS BLUE S24,102528653,0,2000005992261,DISNEY,BC1026,PMD300925,9110142,9110142 : BPINDC-XDOCK(42)
350510103,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035051 INFANT AND TODDLER,03505101 INFANT AND TODDLER,0350510103 CASUAL,MICKEYรท.เด็กเล็ก1026ฟ้าS23,INFANT SANDALS BLUE S23,102528652,0,2000005992254,DISNEY,BC1026,PMD300925,9110142,9110142 : BPINDC-XDOCK(42)
350510103,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035051 INFANT AND TODDLER,03505101 INFANT AND TODDLER,0350510103 CASUAL,MICKEYรท.เด็กเล็ก1026ฟ้าS21,INFANT SANDALS BLUE S21,102528650,0,2000005992230,DISNEY,BC1026,PMD300925,9110142,9110142 : BPINDC-XDOCK(42)
350510103,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035051 INFANT AND TODDLER,03505101 INFANT AND TODDLER,0350510103 CASUAL,MICKEYรท.เด็กเล็ก1026ฟ้าS20,INFANT SANDALS BLUE S20,102528649,0,2000005992223,DISNEY,BC1026,PMD300925,9110142,9110142 : BPINDC-XDOCK(42)
350510103,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035051 INFANT AND TODDLER,03505101 INFANT AND TODDLER,0350510103 CASUAL,MICKEYรท.เด็กเล็ก1026แดงS20,INFANT SANDALS PINK S20,102528644,0,2000005992179,DISNEY,BC1026,PMD300925,9110142,9110142 : BPINDC-XDOCK(42)
550990801,02 Food,05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990801 BREAD,ดินเนอร์โรล200กรัม แช่แข็ง,DINNER ROLL  200 G. FZ,102526914,0,2000005988486,OTHER,200G.,PMD311249,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
540990604,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054099 RAW MATERIAL,05409906 SEASONING,0540990604 ARTIFICIAL FLAVOR,ผงปรุงรสไก่ 800G (1X6),CHICKEN SEASONING POWDER,102040417,0,2000005986840,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1กรมS7,LADIES SANDAL,102522474,0,2000005973802,ADDA,31U11-W1,NMD130726,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1กรมS6,LADIES SANDAL,102522473,0,2000005973796,ADDA,31U11-W1,NMD130726,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1กรมS4,LADIES SANDAL,102522471,0,2000005973772,ADDA,31U11-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1ครีมS7,LADIES SANDAL,102522470,0,2000005973765,ADDA,31U11-W1,NMD130726,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1ครีมS6,LADIES SANDAL,102522469,0,2000005973758,ADDA,31U11-W1,NMD130726,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1ครีมS5,LADIES SANDAL,102522468,0,2000005973741,ADDA,31U11-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31U11-W1ครีมS4,LADIES SANDAL,102522467,0,2000005973734,ADDA,31U11-W1,NMD130726,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ดำS7,LADIES SANDAL,102522458,0,2000005973642,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ดำS6,LADIES SANDAL,102522457,0,2000005973635,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ดำS5,LADIES SANDAL,102522456,0,2000005973628,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ดำS4,LADIES SANDAL,102522455,0,2000005973611,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ม่วงS7,LADIES SANDAL,102522454,0,2000005973604,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ม่วงS6,LADIES SANDAL,102522453,0,2000005973598,ADDA,31J10-W1,NMD130526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ม่วงS5,LADIES SANDAL,102522452,0,2000005973581,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,ADDAสตรีรุ่น31J10-W1ม่วงS4,LADIES SANDAL,102522451,0,2000005973574,ADDA,31J10-W1,SPS210826,9110142,9110142 : BPINDC-XDOCK(42)
550990706,02 Food,05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509907 RAW MATERIAL,0550990706 DRY INGREDIENTS,ยีสต์แห้ง 10 กก.,INSTANT YEAST SUCCESS 10 KG.,102520051,0,2000005952722,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
550990709,02 Food,05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509907 RAW MATERIAL,0550990709 COLOR/FLAVOR,ผงโกโก้,DUTCH COCOA POWDER,102520050,0,2000005952715,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
530100403,02 Food,05 FRESH FOOD,0530 PRODUCE,0530 PRODUCE,053010 LOCAL FRUITS,05301004 LOCAL FRUITS,0530100403 PINEAPPLE,สับปะรดตราดสีทอง ลูกละ,PINEAPPLE TRAD SEE TONG PCS,102518465,0,2000005941696,WE ARE FRESH,NO_MODEL,NMD291125,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
312101103,01 NonFood,03 SOFT LINE,0312 LADIES ACCESSORIES,0312 LADIES ACCESSORIES,031210 LADIES ACCESSORIES,03121011 RAINNY,0312101103 RAINCOAT,ESYเสื้อกันฝนเด็ก,ESY RAINCOAT CHILDREN,102514123,0,2000005917561,E'SY,BASG1707LA001,PSI,9110142,9110142 : BPINDC-XDOCK(42)
530100403,02 Food,05 FRESH FOOD,0530 PRODUCE,0530 PRODUCE,053010 LOCAL FRUITS,05301004 LOCAL FRUITS,0530100403 PINEAPPLE,สับปะรดภูแล/นางแล จ.เชียงราย,PINEAPPLE PHULEA,102505117,0,2000005893544,WE ARE FRESH,NO_MODEL,NMD291125,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
380511107,01 NonFood,03 SOFT LINE,0380 CHILDREN,0380 CHILDREN,038051 LITTLE GIRL,03805111 TOP,0380511107 BASIC T-SHIRT,เสื้อยืดพิมพ์ลาย สีเทา 6,T SHIRT 6,102504934,0,2000005892394,WALTDISNEY,TLICM1712GTS01T,NMD080526,,
220201101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022020 PILLOW & BOLSTER,02202011 PILLOW,0220201101 PLAIN PILLOW,BHP หมอนหนุนใยสังเคราะห์,BHP PILLOW,102504308,0,2000005887741,BIG C HAPPY PRICE,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.29X60กุญแจจีเทาเข้ม15.5,BESTOWEL29X60DARKGREY KEY15.5,102503895,0,2000005884603,BESICO,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.29X60กุญแจจีนเขียว15.5L,BESTOWEL29X60GREEN KEY15.5L,102503892,0,2000005884573,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.27X54กุญแจจีเทาเข้ม12.5,BESTOWEL27X54DARKGREY KEY12.5,102503891,0,2000005884566,BESICO,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.27X54กุญแจจีนม่วง12.5L,BESTOWEL27X54PURPLE KEY12.5L,102503890,0,2000005884559,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.27X54กุญแจจีนเขียว12.5L,BESTOWEL27X54GREEN KEY12.5L,102503888,0,2000005884535,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.15X32กุญแจจีนเทาเข้ม4.2,BESTOWEL15X32DARKGREY KEY4.2,102503887,0,2000005884528,BESICO,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.15X32กุญแจจีนม่วง4.2L,BESTOWEL15X32PURPLE KEY4.2L,102503886,0,2000005884511,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.13X13กุญแจจีนม่วง1.5L,BESTOWEL13X13PURPLE KEY1.5L,102503882,0,2000005884474,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESผขน.13X13กุญแจจีนแดง1.5L,BESTOWEL13X13RED KEY1.5L,102503881,0,2000005884467,BESICO,NO_MODEL,DMD050826,9110142,9110142 : BPINDC-XDOCK(42)
610300503,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061030 CARDIOVASCULARS SYSTEM,06103005 VASO-CEREBRAL AGENTS,0610300503 PERIPHERAL VASODILATORS,P_SERC 16 MG 20 TAB,P_SERC 16 MG 20 TAB,102502574,0,2000005874901,SERC,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200201,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102002 ANTIFUNGALS,0610200201 ANAEROBIC BACTERIA & PROTOZOA,P_MDP METRONIDAZOLE400MG 10S,P_MDP METRONIDAZOLE400MG 10S,102501132,0,2000005867668,MDP,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200106,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102001 ANTIBACTERIALS,0610200106 QUINOLONES,P_SEFNOR 10S_NFLX,P_SEFNOR 10S_NFLX,102501131,0,2000005867651,SEFNOR,DANGEROUS DRUG,NMD050625,9110241,9110241 : BPNPUREDC-STOCKING(41)
250101404,01 NonFood,02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025010 PAPER & FILE,02501014 FILING SYSTEM,0250101404 TRAY/DOCUMENT BAGS,ซองกระดุมหูหิ้ว,BUTTON BUNDLE,102494807,0,2000005826092,OTHER,NO_MODEL,PMD230524,9110142,9110142 : BPINDC-XDOCK(42)
250101404,01 NonFood,02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025010 PAPER & FILE,02501014 FILING SYSTEM,0250101404 TRAY/DOCUMENT BAGS,แฟ้ม 8 ช่อง,PLASTIC BAG 8 TAB,102494806,0,2000005826085,OTHER,NO_MODEL,PMD220126,9110142,9110142 : BPINDC-XDOCK(42)
540890803,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408908 PLASTIC,0540890803 TRAY,DE_ถาด FT-1112 สีดำ,DE_TRAY FT-1112 BLACK,102494711,0,2000005825491,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
540990805,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054099 RAW MATERIAL,05409908 DRY INGREDIENT,0540990805 FLOUR,แป้งทอดกรอบ 500G (1*6),BATTER MIX 500G,100515205,0,2000005817663,OTHER,6X500 กรัม,NMD300125,9110142,9110142 : BPINDC-XDOCK(42)
550990705,02 Food,05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509907 RAW MATERIAL,0550990705 FILLING/TOPPING,อัลมอนด์ก้านไม้ขีด,ALMOND STICK,102492597,0,2000005815584,OTHER,NO_MODEL,PMD311249,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
620500201,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062050 GASTROINTESTINALS SYSTEM,06205002 ANTIDIARRHEALS,0620500201 LC ACUTE & CHRONIC DIARRHEA,P_SMECTA 3 กรัม(ซอง),P_SMECTA 3G.(SACHET),102492104,0,2000005812750,KTD,DRUG,NMD090726,9110241,9110241 : BPNPUREDC-STOCKING(41)
620500301,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062050 GASTROINTESTINALS SYSTEM,06205003 ANTISPASMODICS&GIT REGULATORS,0620500301 LC ANTISPASMODICS,P_COLPERMIN 10S (แผง),P_COLPERMIN 10S (STRIP),102492099,0,2000005812743,MEDERMA,DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
540990706,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054099 RAW MATERIAL,05409907 FRESH INGREDIENT,0540990706 SEAFOOD & FISH,ปลากะพงผ่าหลัง (500-700) กรัม,SNAPPER,102489167,0,2000005788581,OTHER,NO_MODEL,PMD311249,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
540890804,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408908 PLASTIC,0540890804 KNIFE & FOLK,DE_ช้อนไอศกรีม,A SPOON,102485847,0,2000005768262,OTHER,NO_MODEL,PMD311249,,
540890803,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408908 PLASTIC,0540890803 TRAY,ถ้วยน้ำแข็งใสดอกไม้(1*1 000),ICE DESSERT CUP,102485846,0,2000005768255,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
530100409,02 Food,05 FRESH FOOD,0530 PRODUCE,0530 PRODUCE,053010 LOCAL FRUITS,05301004 LOCAL FRUITS,0530100409 COCONUT,มะพร้าวอ่อนน้ำหอมควั่นเขียว,COCONUT_ GREEN,102481041,0,2000005737657,N&P,NO_MODEL,POG050821,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
520891203,02 Food,05 FRESH FOOD,0520 SEAFOOD,0520 SEAFOOD,052089 PACKAGING,05208912 PACKAGING,0520891203 PLASTIC BAG,SE_ถุงสูญญากาศ 150 X 250มม.,SE_ VACUUM BAG150 X 250MM,102478703,0,2000005728600,OTHER,NO_MODEL,PMD311217,,
520891203,02 Food,05 FRESH FOOD,0520 SEAFOOD,0520 SEAFOOD,052089 PACKAGING,05208912 PACKAGING,0520891203 PLASTIC BAG,SE_ถุงสูญญากาศ 250 X 400มม.,SE_ VACUUM BAG250 X 400MM,102478702,0,2000005728594,OTHER,NO_MODEL,PMD311217,,
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESICO ผขน.27X54 นต.ริ้วขาว8L,BESICO TOWEL 27X54 BROWNLINE8L,102477371,0,2000005718854,BESICO,NO_MODEL,NMD140826,9110141,9110141 : BPINDC-STOCKING(41)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESICO ผขน.27X54 นง.ริ้วขาว8L,BESICO TOWEL 27X54 BLUELINE 8L,102477368,0,2000005718823,BESICO,NO_MODEL,NMD140826,9110141,9110141 : BPINDC-STOCKING(41)
220301101,01 NonFood,02 HOME LINE,0220 HOME DECOR,0220 HOME DECOR,022030 TOWEL&BATH,02203011 TOWEL,0220301101 TOWEL,BESICO ผขน.27X54 เทาริ้วขาว8L,BESICO TOWEL 27X54 GREYLINE 8L,102477367,0,2000005718816,BESICO,NO_MODEL,NMD140826,9110141,9110141 : BPINDC-STOCKING(41)
560600108,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056060 EGGS,05606001 FRESH EGG,0560600108 MIX EGGS,WRFไข่ไก่คละขนาด แพ็ค 10,WRF FRESH EGG MIXED PACK 10,102477366,0,2000005718809,WE ARE FRESH,แพ็ค10,NMD291125,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
610300203,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061030 CARDIOVASCULARS SYSTEM,06103002 ANTIHYPERTENSIVES,0610300203 ANGIOTENSIN II ANTAGONISTS,P_แทนซาริล100 มก.10เม็ด(แผง),P_TANZARIL100 MG10S(STRIP),102474030,0,2000005694080,SILOM MEDICAL,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610300203,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061030 CARDIOVASCULARS SYSTEM,06103002 ANTIHYPERTENSIVES,0610300203 ANGIOTENSIN II ANTAGONISTS,P_แทนซาริล50 มก.10เม็ด(แผง),P_TANZARIL50MG10S(STRIP),102474029,0,2000005694073,SILOM MEDICAL,DANGEROUS DRUG,POG160724,9110241,9110241 : BPNPUREDC-STOCKING(41)
610800103,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108001 ANTIASTHMATIC,0610800103 LEUKOTRIENE RECEPTOR ANTAGONISTS,P_มอนเท็ค10 มก.7เม็ด(แผง),P_MONTEK10MG7S(STRIP),102474028,0,2000005694066,SILOM MEDICAL,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
540890502,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408905 PLASTIC BOX,0540890502 OTHER,DE_ถ้วยน้ำจิ้ม 1 ออนซ์ พร้อมฝา,DE_1 OZ CUP (PS)+ LID(PET),102472566,0,2000005686306,OTHER,NO_MODEL,PMD311217,,
540890303,02 Food,05 FRESH FOOD,0540 DELICATESSEN,0540 DELICATESSEN,054089 PACKAGING,05408903 PLASTIC WRAP,0540890303 OTHER,DE_อลูมิเนียมฟอยล์12X7.6M.,DE_ALUMINUM FOIL 12X7.6M.,102470849,0,2000005677267,OTHER,NO_MODEL,PMD311249,9110142,9110142 : BPINDC-XDOCK(42)
530200401,02 Food,05 FRESH FOOD,0530 PRODUCE,0530 PRODUCE,053020 IMPORTED FRUITS,05302004 TOP FRUIT,0530200401 APPLE,WRF_แอปเปิ้ลแดงแพ็ค8,RED APPLE P.8,102467788,0,2000005658082,WE ARE FRESH,NO_MODEL,POG050821,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
620400301,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204003 OTHERS FIRST AIDS,0620400301 NL GIFT SET,P_ถุงสังฆทานM,P_MERRIT BAG M,102461082,0,2000005614149,SANGKHATHAN,NON DRUG,NMD180226,9110241,9110241 : BPNPUREDC-STOCKING(41)
