MS_NO,DIVISION_GROUP,DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME,ART_SV_NAME_ENG,ART_NO,ART_SV_NO,BARCODE,BRAND,MODEL_NO,EXTRA_INFO,DC_SUPPL_NO,DC_SUPPL_NAME
420800104,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042080 DRIED FRUIT/ VEGGIE,04208001 DRIED FRUIT/ VEGGIE,0420800104 FRUIT/ VEGGIE CHIPS,แม่อิพิมผักอบกรอบ 100 กรัม,MAE E PIM VEGETABLE CRISP 100G,102940193,0,8854008064067,MAE E PIM,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,ซีเอสซี ปลั๊ก AD102U,CSC ADAPTOR AD102U,102879753,0,8853994005375,CSC,CSC AD102U,DMD140126,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,CSCปลั๊ก 2จุด 2 USB  ยาว 1เมตร,CSC PLUG 2 OUTLET 2USB 1M,102835516,0,8853994005221,CSC,AS522UMC-1M,DMD070126,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,CSC POWER  4จุด1สวิตซ์ 2 ม.,CSC  4 OUTLET 1 SWITCH 2 METER,102805930,0,8853994004880,CSC,CSC C641-2M,DMD140126,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,CSC POWER 4 จุด1สวิตซ์ 3 ม.,CSC 4 OUTLET 1 SWITCH 3 METER,102805931,0,8853994004866,CSC,CSC C641-3M,DMD140126,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ5สวิตซ์5ช่อง3M,PLUG 5 SWITCH 5 OUTLET 3METER,103230410,0,8853994004620,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ4สวิตซ์4ช่อง3M,PLUG 4 SWITCH 4 OUTLET 3METER,103230409,0,8853994004613,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ3สวิตซ์3ช่อง3M,PLUG 3 SWITCH 3 OUTLET 3METER,103230408,0,8853994004606,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,ปลั๊ก4จุด1สวิตซ์3 ม.CS941-3M,PLUG4OUTLET 1SWITCH CS941-3M,102700187,0,8853994004309,CSC,CS941-3M,DMD070126,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ1สวิตซ์5ช่อง3M,PLUG 1 SWITCH 5 OUTLET 3METER,103230407,0,8853994002732,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ1สวิตซ์4ช่อง3M,PLUG 1 SWITCH 4 OUTLET 3METER,103230406,0,8853994002695,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ1สวิตซ์3ช่อง3M,PLUG 1 SWITCH 3 OUTLET 3METER,103230405,0,8853994002084,BESICO,NO_MODEL,NMD140826,,
240403103,01 NonFood,02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403103 EXTENTION CORD,BESICO ปลั๊กไฟ1สวิตซ์2ช่อง2M,PLUG 1 SWITCH 2 OUTLET 2METER,103244497,0,8853994001117,BESICO,NO_MODEL,NMD010826,9191541,9191541 : DCMC01-STOCKING(41)
560800501,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800501 FERMENTED MEAT,WRF แหนมหมู 150 ก.,WRF FERMENTED PORK 150 GRAM,103214112,0,8853988003653,WE ARE FRESH,NO_MODEL,POG271025,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800502,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800502 VIETNAMESE SAUSAGE,แหนมตุ้มจิ๋วดอนเมือง150ก.,THAI FERMENTED SAUSAGE 150G,103123823,0,8853988003479,DON-MUANG KM.26,NO_MODEL,NMD061125,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800501,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800501 FERMENTED MEAT,SUT-LKแหนมแท่งฉายรังสี 100กX2,SUT-LK FERMENTED SAUSAGE100GX2,103088335,0,8853988002793,SUTHILUK,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800502,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800502 VIETNAMESE SAUSAGE,หมูยอ 160GX2 ตราหมูอนามัย,VIETNAMESE SAUSAGE 160G,102967676,0,8853988002526,OTHER,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800502,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800502 VIETNAMESE SAUSAGE,SUTHILUK หมูยอหนังเวียดนาม160G,SUTHILUK VN PORK RIND SAUSAGE,102967675,0,8853988002410,SUTHILUK,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800502,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800502 VIETNAMESE SAUSAGE,แหนมแท่ง100 GX2 ดอนเมืองกม.26,FERMENTED  PORK 100G P2,102829348,0,8853988000874,DON-MUANG KM.26,100,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800502,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800502 VIETNAMESE SAUSAGE,หมูอนามัย หมูยอ 400ก,VIETNAMESE SAUSAGE 400G,102669446,0,8853988000690,OTHER,400G,NMD290626,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
430400406,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,HPPเกลือป่นไอโอดีนขวด330ก.,HPP IODIZED TABLE SALT 330G.,103003833,0,8853984005194,BIG C HAPPY PRICE PRO,NO_MODEL,NMD250626,9110141,9110141 : BPINDC-STOCKING(41)
430400406,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,HPPเกลือป่นไอโอดีน450กรัม,HPP SALT IODIZED450G,102898773,0,8853984005101,BIG C HAPPY PRICE PRO,450G.,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
430400406,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,HPPเกลือป่นไอโอดีน1000กรัม(M),HPP SALT IODIZED1000G(M),102898772,0,8853984005095,BIG C HAPPY PRICE PRO,1000G.,NMD070726,9110141,9110141 : BPINDC-STOCKING(41)
460600101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606001 BAR SOAP,0460600101 BEAUTY SOAP,โยโกะ BSมูสมิ้วกี้ ดริป100กรัม,YOKO BS MOUSSE MILKYDRIP 100G.,103267390,0,8853976007625,YOKO,NO_MODEL,POG110826,9110141,9110141 : BPINDC-STOCKING(41)
460600101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606001 BAR SOAP,0460600101 BEAUTY SOAP,โยโกะ BSมูสโกลว์ลัช 100 กรัม,YOKO BS MOUSSE GLOWLUSH100GRAM,103267389,0,8853976007618,YOKO,NO_MODEL,POG110826,9110141,9110141 : BPINDC-STOCKING(41)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,โยโกะ สครับไฮยา8 300ก.,YOKO SCRUB MILK + HYA8 300G,103099769,0,8853976007304,YOKO,NO_MODEL,NMD020726,9110141,9110141 : BPINDC-STOCKING(41)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,โยโกะ เกลือแทมมารีนกลูต้า 300ก,YOKO SALT TAMARIND GLUTA 300G,103010216,0,8853976006864,YOKO,NO_MODEL,NMD020726,9110141,9110141 : BPINDC-STOCKING(41)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,โยโกะ วิตซี สปาซอลท์ 300กรัม,YOKO VIT-C SPA SALT 300G,102940095,0,8853976006710,YOKO,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,โยโกะเกลือสปาขัดผิวสูตรนม300ก.,YOKO SPA MILK SALT 300G.,102247726,0,8853976005119,YOKO,300G.,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,โยโกะโยเกิร์ตสปามิลค์ซอลท์,YOKO YOGURT SPA MILK SALT,101004502,0,8853976004440,YOKO,BAS,NMD250626,9110142,9110142 : BPINDC-XDOCK(42)
460600101,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606001 BAR SOAP,0460600101 BEAUTY SOAP,YOKO SPAMILKSALT/PAPER 330G,YOKO SPAMILKSALT/PAPER 330G,100991193,0,8853976000800,YOKO,BAS,BAS,,
620300101,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203001 ARTIFICIAL TEARS & LUBRICANTS,0620300101 LC EYES LUBRICANT PREPARATION,P_ออฟซ่าร์ ยาล้างตา100ML.,P_OPSAR EYE LOTION100ML.,103147090,0,8853965005618,OPSAR,DRUG,NMD190326,9110241,9110241 : BPNPUREDC-STOCKING(41)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อ แชมพูมะกรูด470มิลลิลิตร,KHAOKHO SH LEECH LIME 470 ML.,103267447,0,8853963009045,KHAO KHOR,NO_MODEL,POG180826,9110142,9110142 : BPINDC-XDOCK(42)
460600201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600201 BEAUTY L. SOAP,เขาค้อLQS โคโคนัท 400มล .,KHAOKHO LQS COCONUT 400ML.,103216406,0,8853963008963,KHAO KHOR,NO_MODEL,NMD010526,9110142,9110142 : BPINDC-XDOCK(42)
461700201,02 Food,04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046170 FACIAL MOISTURIZER,04617002 WHITENING/BRIGHTENING,0461700201 FACIAL WHITENING/BRIGHTENING,เขาค้อทะเลภู แทมารีนเซรั่ม 5มล,KHAOKHO TAMARIND SERUM 5ML.,103230505,0,8853963008734,KHAO KHOR,NO_MODEL,NMD280726,9110141,9110141 : BPINDC-STOCKING(41)
460300201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,เขาค้อครีมนวดมะกรูดบัวบก 450มล,KHAOKHO LEECHLIME&CENTEL CN450,103267446,0,8853963008420,KHAO KHOR,NO_MODEL,POG180826,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูอัญชัน450มล แพ็คคู่,KHAOKHO SH BUTTERFLYPEA450X2,103113974,0,8853963008369,KHAO KHOR,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300205,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300205 MED. HAIR TONIC,เขาค้อ แฮร์โทนิค มะกรูดใบบัวบก,KHAOKHO LEECHLIMEHAIRTONIC80ML,103108056,0,8853963008345,KHAO KHOR,80ml,NMD010526,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูมะกรูด450มล แพ็คคู่,KHAOKHO SH LEECH LIME450X2,103111959,0,8853963008338,KHAO KHOR,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูไฟฟ์ลีฟส์เขียว240มล,KHAOKHO FIVELEAVES SHAMPOO240,103002819,0,8853963008215,KHAO KHOR,NO_MODEL,DMD250526,9110142,9110142 : BPINDC-XDOCK(42)
460300201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,เขาค้อครีมนวดมะกรูด 200มล,KHAOKHO LEECH LIME CONDI200 .,100991282,0,8853963006648,KHAO KHOR,KHAOKHO COND200,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูมะกรูด 200มล,KHAOKHO LEECH LIME SHAM200ML,102498294,0,8853963006549,KHAO KHOR,KHAOKHO SHAM200,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูว่านหางจระเข้ 200มล,KHAOKHO ALO VERA SHAM200ML,102498293,0,8853963006525,KHAO KHOR,KHAOKHO SHAM200,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูอัญชัน 200มล,KHAOKHO BUTTERFLY SHAM200,100991163,0,8853963006518,KHAO KHOR,KHAOKHO SHAM200,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300202,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300202 TREATMENT,เขาค้อทรีทเม้นโคโค่อโว185มล,KHAOKHO TM COCONUT AVO 185 ML,102890976,0,8853963004606,KHAO KHOR,185ML,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูโคโค่อโว220มล,KHAOKHO SH COCONUT AVO 220 ML,102890975,0,8853963004590,KHAO KHOR,220ML,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูอัญชันกะเม็ง450มล,KHAOKHO BUTTERFLYPEA&FALSE450 ,103029661,0,8853963002985,KHAO KHOR,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูมะกรูดใบบัวบก450มล,KHAOKHO LEECH LIME SH 450ML,102912106,0,8853963002978,KHAO KHOR,450 ML,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460600206,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600206 BODY SCRUBS,เขาค้อบอดี้สครับมะขาม100ก,KHAOKHO TAMARIND SCRUB 100G,102823217,0,8853963001698,KHAO KHOR,100G,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300202,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300202 TREATMENT,เขาค้อโคโคนัทอะโวแฮร์มาส์ก180,KHAOKHO COCOAVO MASK 180ML.,103030753,0,8853963001407,KHAO KHOR,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,เขาค้อครีมนวดอัญชันกะเม็ง280มล,KHAOKHO CN BUTTERFLY&FALSE 280,102823214,0,8853963000585,KHAO KHOR,NO_MODEL,NMD020726,9110142,9110142 : BPINDC-XDOCK(42)
460300201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,เขาค้อครีมนวดว่านหางแตงกวา280,KHAOKHO CN ALOE&CUCUMBER 280,102823213,0,8853963000578,KHAO KHOR,NO_MODEL,DMD250526,9110142,9110142 : BPINDC-XDOCK(42)
460300201,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,เขาค้อครีมนวดมะกรูดใบบัวบก280,KHAOKHO LEECHLIME&CENTELLA280,102626789,0,8853963000561,KHAO KHOR,LeechLim CN280,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูอัญชันกะเม็ง320มล.,KHAOKHO SH BUTTERFLY&FALSE 320,102626787,0,8853963000523,KHAO KHOR,Btrfly SH320,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูว่านหางแตงกวา320มล,KHAOKHO SH ALOE& CUCUMBER 320,102823210,0,8853963000516,KHAO KHOR,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
460300105,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300105 TRAD/HERBAL,เขาค้อแชมพูมะกรูดใบบัวบก320มล,KHAOKHO LEECHLIME&CENTELLA 320,102626786,0,8853963000509,KHAO KHOR,LeechLim SH320,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
430300101,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300101 JASMINE,ธรรมข้าวใส่บาตรหอมมะลิคัดพิเศษ100%100กรัมX9,THAMM SAIBART JASMINE RICE 100%100GX9,102127816,0,8853958027139,THAMM,100*9,NMD280726,9110141,9110141 : BPINDC-STOCKING(41)
430300107,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300107 OTHER RICE,ธรรมข้าวไรซ์เบอร์รี่ 1กก,THAMM RICEBERRY 1KG,102402065,0,8853958003836,THAMM,NO_MODEL,NMD250626,9110142,9110142 : BPINDC-XDOCK(42)
460700405,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700405 RAZOR SYSTEM,ชุดมีดโกนบิคอีซี่คลิ๊ก+ใบมีด,BIC EASY CLIC+BL,102072441,0,8853954025177,BIC,BIC,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
210701106,01 NonFood,02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021070 RELIGION,02107011 BUDDHIST PRODUCTS,0210701106 MATCHES,BIC ไฟแช็ค รุ่น J3,BIC LIGHTER J3,101697753,0,8853954001058,BIG C HAPPY PRICE,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
610800202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108002 ANTIHISTAMINES&ANTIALLERGICS,0610800202 NON SEDATING,P_ไบคาฮิส 20 มก. กล่อง 10 เม็ด,P_BICAHIS 20 MG BOX 10 TABS,103072209,0,8853935032941,BICAHIS,DANGEROUS DRUG,POG050224,9110241,9110241 : BPNPUREDC-STOCKING(41)
610800202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108002 ANTIHISTAMINES&ANTIALLERGICS,0610800202 NON SEDATING,P_อัลโลร่า ไซรัป 60 มล,P_ALLORA SYRUP 60ML,102976037,0,8853935031845,ALLORA,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200104,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102001 ANTIBACTERIALS,0610200104 MACROLIDES,P_ฟลอคทิล 200/5 15มล,P_FLOCTIL 200/5 15ML,102980652,0,8853935031104,FLOCTIL,DANGEROUS DRUG,NMD050625,9110241,9110241 : BPNPUREDC-STOCKING(41)
610400101,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061040 CNS & NEUROMUSCULARS SYSTEM,06104001 ANTI-INFLAMMATORIES&GOUT,0610400101 COX-II INHIBITORS,P_EBERIL 120 (1X5S),P_EBERIL 120 (1X5S),102855185,0,8853935030794,EBERIL,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610800202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108002 ANTIHISTAMINES&ANTIALLERGICS,0610800202 NON SEDATING,P_ALLORA 5 1X10S,P_ALLORA 5 1X10S,102660178,0,8853935019805,ALLORA,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610800202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108002 ANTIHISTAMINES&ANTIALLERGICS,0610800202 NON SEDATING,P_BOSNUM 180 MG 1X10S,P_BOSNUM 180 MG 1X10S,102841147,0,8853935015814,BOSNUM,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200104,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102001 ANTIBACTERIALS,0610200104 MACROLIDES,P_ฟลอคทิล 250มก,P_FLOCTIL 250MG,102980653,0,8853935014404,FLOCTIL,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610800202,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061080 RESPIRATORIES SYSTEM,06108002 ANTIHISTAMINES&ANTIALLERGICS,0610800202 NON SEDATING,P_BOSNUM 60 MG 1X10S,P_BOSNUM 60 MG 1X10S,102841146,0,8853935013155,BOSNUM,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610400104,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061040 CNS & NEUROMUSCULARS SYSTEM,06104001 ANTI-INFLAMMATORIES&GOUT,0610400104 TRADITIONAL NSAIDS,P_MELCAM 7.5 MG10'S,P_MELCAM 7.5 MG10'S,100986355,0,8853935012059,MELCAM,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
610400401,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061040 CNS & NEUROMUSCULARS SYSTEM,06104004 PAIN KILLERS & MUSCLE RELAXANTS,0610400401 ANALGESICS & MUSCLE RELAXANTS,P_มายโดคาล์ม 50 มก 10 เม็ด,P_MYDOCALM  50 MG 10S,102256785,0,8853935011656,OTHER,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
620100301,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062010 ANALGESIC,06201003 TOPICAL ANALGESICS,0620100301 LC ANTI INFLAMMATORY,P_ยูนิเรนสเปรย์ ยาพ่นแก้ปวด,P_UNIREN SPRAY(DICLOFENAC),102225903,0,8853935010949,UNISON,DRUG,NMD180226,9110241,9110241 : BPNPUREDC-STOCKING(41)
610400401,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061040 CNS & NEUROMUSCULARS SYSTEM,06104004 PAIN KILLERS & MUSCLE RELAXANTS,0610400401 ANALGESICS & MUSCLE RELAXANTS,P_มายโดคาล์ม 150 มก. 10 เม็ด,P_MYDOCALM 150 MG 10S,103024672,0,8853935010758,OTHER,DANGEROUS DRUG,POG250523,9110241,9110241 : BPNPUREDC-STOCKING(41)
620500704,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062050 GASTROINTESTINALS SYSTEM,06205007 LAXATIVES,0620500704 NL LAXATIVE AGENTS,P_ยูนิซัน ยาสวนทวาร 20 มล,P_UNISON ENEMA 20 ML,100772881,0,8853935010260,UNISON,HOUSEHOLD DRUG,NMD100726,9110241,9110241 : BPNPUREDC-STOCKING(41)
