DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304002 COOKING SAUCES,0430400206 COOKING VINEGAR,IMP_ไฮนซ์ น้ำส้มสายชูหมัก473มล
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304002 COOKING SAUCES,0430400206 COOKING VINEGAR,IMP_ไฮนซ์ น้ำส้มสายชูหมัก946มล
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202404 GLUE,3M กาวแท่ง 6008 ขนาด 7.08กรัม
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025010 PAPER & FILE,02501012 POST IT/NOTE PAD,0250101201 POST IT,3Mโพสต์อิท แฟล็กซ์ 683-5CB2
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300101 BEAUTY SHAMPOOS,OGXเชอร์รี่บลอสซั่มSH385
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300101 BEAUTY SHAMPOOS,OGXบราซิลเลี่ยนSH385
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300101 BEAUTY SHAMPOOS,OGXอาร์แกนออยล์SH385
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,OGXอาร์แกนออยล์HC385
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603001 SHAMPOO,0460300101 BEAUTY SHAMPOOS,OGXไบโอตินคอลลาเจนSH385
04 DRY FOOD,0460 HBA,0460 HBA,046030 HAIR CARE,04603002 COND.&TREATM,0460300201 CONDITIONER BEAUTY RINSE OFF,OGXไบโอตินคอลลาเจนHC385
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_ซินราเมียน แบล็ครสเผ็ด
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม บะหมี่ซอสถั่วดำ135*4
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม นอกูรี ซีฟู้ด&สไปซี่
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม ซินราเมียนรสเผ็ด120
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม ชินราเมียนรสเผ็ด
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม บะหมี่รสเต้าเจี้ยว
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_บะหมี่รสต้มยำหม้อไฟ560G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม รสเผ็ดถ้วยใหญ่114
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,IMP_นงชิม ซินคัพรสเผ็ดถ้วย68ก
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104003 BAKING&DESSERTS,0410400301 BAKING INGRE.,เฮอร์ชีส์ดาร์กไซรัป22ออนซ์
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403104 BATTERY,DURACELL กระดุมCR2032 PACK2
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403104 BATTERY,DURACELL กระดุมCR2016 PACK2
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403104 BATTERY,DURACELL กระดุมCR2025 PACK2
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403104 BATTERY,DURACELL คอปเปอร์ AA PACK2
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024040 LIGHTING,02404031 ELECTRICAL,0240403104 BATTERY,DURACELL คอปเปอร์ AAA PACK2
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304005 DRESSINGS,0430400503 MUSTARD,IMP_เฟร้นช์ส มัสตาร์ด 226G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304003 PREPARED SAUCES,0430400305 CHILLI SAUCE,IMP_เฟร้นช์ส เรดฮอดซอสพริก148
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502022 WRITING ACCESSORIES,0250202202 LIQUID PAPER,LPเทปลบคำผิด ดรายลายน์รีไซเคิล
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502022 WRITING ACCESSORIES,0250202202 LIQUID PAPER,LPเทปลบคำผิด ดรายคอนทัวร์ P.2
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612001 FACE,0461200101 FACIAL FOUNDATION,MBL ฟิตมี คอนซีลเลอร์ 15
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612001 FACE,0461200101 FACIAL FOUNDATION,MBL ฟิตมี คอนซีลเลอร์ 10
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612001 FACE,0461200101 FACIAL FOUNDATION,MBL ฟิตมี คอนซีลเลอร์ 25
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612001 FACE,0461200101 FACIAL FOUNDATION,MBL ฟิตมี คอนซีลเลอร์ 20
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612001 FACE,0461200101 FACIAL FOUNDATION,MBL ฟิตมี คอนซีลเลอร์ 35
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046120 MAKE UP,04612003 LIP,0461200301 LIP COLOR,MBL ลิฟเตอร์ กลอส 14 ฮีท
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกCLA 1L
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกCLA500
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกC/S250
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกEXV500
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกEXV1LT
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกEXL500
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304001 COOKING OIL,0430400107 OLIVE OIL,แบร์ทอลลีน้ำมันมะกอกEXL1LT
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,0670 VITAMINS AND SUPPLEMENTS,067020 SUPPLEMENTS & NUTRITION,06702009 NUTRITIONAL,0670200903 NL WHEY PROTEIN,P_บูสท์ เบเนโปรตีน 227ก
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700403 SHAVING CREAM,โฟมมี่มะนาว 175กรัม(P)
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700403 SHAVING CREAM,โฟมมี่เมนทอล175กรัม(MP)
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043020 CANNED PRODUCT,04302002 CANNED FOOD,0430200206 SOUP,IMP_แคมเบล ซุปครีมไก่ 305G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043020 CANNED PRODUCT,04302002 CANNED FOOD,0430200206 SOUP,IMP_แคมเบล ซุปครีมเห็ด 305G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043020 CANNED PRODUCT,04302002 CANNED FOOD,0430200206 SOUP,IMP_แคมเบล ครีมไก่และเห็ด 305G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043020 CANNED PRODUCT,04302002 CANNED FOOD,0430200206 SOUP,IMP_แคมเบล ซุปข้าวโพด 310G
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104003 BAKING&DESSERTS,0410400303 BAKING DECORATE,IMP_ไวส์เดอเนสพายบลูเบอร์21OZ
06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204005 SUPPORTS,0620400502 NL BACK SUPPORT,P_FTRพยุงหัวเข่าเบสิคสีขาว M
06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204005 SUPPORTS,0620400502 NL BACK SUPPORT,P_FTRพยุงหัวเข่าเบสิคสีขาว L
06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204005 SUPPORTS,0620400502 NL BACK SUPPORT,P_FTRพยุงหัวเข่าเบสิคสีขาว XL
06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062040 FIRST AIDS,06204004 PLASTERS & DRESSINGS,0620400404 NL SURGICAL TAPE,P_NEXCAREเทปแต่งแผลผิว1น
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025010 PAPER & FILE,02501012 POST IT/NOTE PAD,0250101201 POST IT,3Mโพสต์อิท แฟล็กซ์ 683-4ABX
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202405 SCISSORS,กรรไกรCAT1427เอนกประสงค์7 3M
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202405 SCISSORS,กรรไกรCAT1426เอนกประสงค์6 3M
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202405 SCISSORS,กรรไกรCAT1428เอนกประสงค์8 3M
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202404 GLUE,3M กาวแท่ง 6108 ขนาด 1.4กรัม
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024020 HARDWARE,02402034 FITTING HARDWARE,0240203404 HOOKS,3Mที่เก็บไม้กวาด P.2 17007
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202405 SCISSORS,3เอ็มกรรไกรเด็ก CAT1442B 5
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,แยมสมักเกอร์รสสตรอเบอรี่340G
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,แยมสมักเกอร์รสบลูเบอรี่340กรัม
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,แยมสมักเกอร์รสมาร์มาเลด340กรัม
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400102 PEANUT BUTTER,จิฟเนยถั่วบดละเอียด454 G.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400102 PEANUT BUTTER,จิฟ ครั้นชี่พีนัตบัตเตอร์454ก
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400102 PEANUT BUTTER,จิฟ ครีมมี่ พีนัตบัตเตอร์340ก
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400102 PEANUT BUTTER,จิฟรีดิวซ์แฟตพีนัตบัตเตอร์454
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,IMP_แม็คคอร์มิค เกลือไกรเดอร์
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400405 PEPPER,IMP_แมคคอร์มิคเม็ดพริกไทยดำ28G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400405 PEPPER,IMP_แม็คคอร์มิค พริกไทยฝาบด
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,IMP_แม็คคอร์มิค เกลือหิมา70ก
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,IMP_แม็คคอร์มิคเครื่องปรุงเผ็ด
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,IMP_แม็คคอร์มิคเครื่องปรุงรสอ
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104003 BAKING&DESSERTS,0410400301 BAKING INGRE.,แม็คคอร์มิคเลมอน59มล.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104003 BAKING&DESSERTS,0410400301 BAKING INGRE.,แม็คคอร์มิค วานิลลา59มล.
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,IMP_แม็คคอร์มิค ออริ ทาโค35
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,IMP_แม็คคอร์มิค ออเนียนเกร24
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104003 BAKING&DESSERTS,0410400301 BAKING INGRE.,แม็คคอร์มิคกลิ่นวานิลลา473 มล
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400406 SALT,IMP_แมคคอร์มิคเกลือทะเลแบบฝาบด
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400405 PEPPER,IMP_แมคคอร์มิคพริกไทยดำหลากสี
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500201 GUMMY,IMP_ร็อกกี้MT มาร์ชแมลโลว์150ก
02 HOME LINE,0230 RECREATION,0230 RECREATION,023010 TOYS,02301027 LICENSED TOYS,0230102703 UNISEX LICENSED TOYS,มิเนียนสุดเซอร์ไพร์คละแบบ
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102003 TEA,0410200301 ENGLISH,ทไวนิงชาดำเอิร์ลเกรย์ 2กX25ซอง
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102003 TEA,0410200301 ENGLISH,ทไวนิงชาอิงลิชเบรกฟาสต์2กX25ซ
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102003 TEA,0410200301 ENGLISH,ทไวนิงชาเพียวคาโมมายล์1กX25ซ
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102003 TEA,0410200302 GREEN/JAPANESE,ทไวนิงชาเขียวมะลิ1.8กX25ซ
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,IMP_แม็คคอร์มิคปรุงอาหารทะเล74
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700401 RAZOR DISPOSABLE,บิค มีดโกนใบมีดแฝด P5+2
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700401 RAZOR DISPOSABLE,บิค2 มีดโกนแพ็ค 2
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042080 DRIED FRUIT/ VEGGIE,04208001 DRIED FRUIT/ VEGGIE,0420800102 DEHYDRATED,IMP_ลูกพรุนชนิดไม่มีเมล็ดซันสวีท200ก.
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402004 JUICE,0440200406 PREMIUM (100%),IMP_IPน้ำลูกพรุนซันสวีท946ML
04 DRY FOOD,0461 FACE & COSMETICS,0461 FACE & COSMETICS,046160 FACIAL CLEANSER,04616001 RINSE OFF,0461600101 FOAM,นูโทรจีนา สบู่เหลวไม่น้ำหอม100
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500201 GUMMY,เจลลีเบลลีแฮร์รี่พอตเตอร์28ก
03 SOFT LINE,0370 PERSONAL CARE,0370 PERSONAL CARE,037050 PERSONAL CARE,03705004 NAIL CARE,0370500403 NAIL ACCESSORIES & TRIMMER,TRIMที่ตัดเล็บ4-150TM
03 SOFT LINE,0370 PERSONAL CARE,0370 PERSONAL CARE,037050 PERSONAL CARE,03705002 FACE CARE,0370500201 MAKE UP ACCESSORIES,กรรไกรพร้อมหวี
03 SOFT LINE,0370 PERSONAL CARE,0370 PERSONAL CARE,037050 PERSONAL CARE,03705002 FACE CARE,0370500201 MAKE UP ACCESSORIES,ทริมแหนบ5-26B
03 SOFT LINE,0370 PERSONAL CARE,0370 PERSONAL CARE,037050 PERSONAL CARE,03705004 NAIL CARE,0370500403 NAIL ACCESSORIES & TRIMMER,ทริมตะไบเล็บ7-74B
03 SOFT LINE,0370 PERSONAL CARE,0370 PERSONAL CARE,037050 PERSONAL CARE,03705002 FACE CARE,0370500201 MAKE UP ACCESSORIES,ที่ดัดขนตา
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202105 MARKER,ชาร์ปี้ไฟน์ น้ำเงิน แดง ดำแพค3
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202101 PEN,ปากกา ENERGEL หมึกเจล 1.0มม.สีน้ำเงิน  A
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042080 DRIED FRUIT/ VEGGIE,04208001 DRIED FRUIT/ VEGGIE,0420800102 DEHYDRATED,IMP_ลิโก้ ลูกเกด250กรัม
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304002 COOKING SAUCES,0430400206 COOKING VINEGAR,แบรคน้ำส้มสายชูหมักแอปเปิ้ล473
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301002 NOODLES,0430100201 EGG NOODLES,ซัมยัง กิมจิ ราเมน 120ก
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400413 MENU SEASONING,S&Bโกเด้นท์เคอรี่รสเผ็ดมาก198ก
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400409 CURRY PASTE,IMP_ เอสแอนบีเคอมิกฮอตเผ็ด200ก
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024010 AUTO ACCESSORY,02401034 CAR FRAGRANCE,0240103403 CLIP AND FASHION,LT TREE แผ่นน้ำหอม BLACK  ICE
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024010 AUTO ACCESSORY,02401034 CAR FRAGRANCE,0240103403 CLIP AND FASHION,ลิตเติ้ลทรี แผ่นเชอรร์บอสซํม
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024010 AUTO ACCESSORY,02401034 CAR FRAGRANCE,0240103403 CLIP AND FASHION,LITTLE TREES แผ่นน้ำหอมวานิลลา
02 HOME LINE,0240 HOME IMPROVEMEN,0240 HOME IMPROVEMEN,024010 AUTO ACCESSORY,02401034 CAR FRAGRANCE,0240103403 CLIP AND FASHION,LITTLE TREES แผ่นน้ำหอมเบไซค์
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400409 CURRY PASTE,IMP_เฮ้าส์ จาวาเคอรี่ ฮอต
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400409 CURRY PASTE,IMP_เฮ้าส์ แกงกะหรี่ เผ็ดกลาง
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304004 SEASONINGS,0430400409 CURRY PASTE,IMP_เฮ้าส์ แกงกะหรี่ เผ็ดมาก
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304002 COOKING SAUCES,0430400205 OYSTER SAUCE,IPลีกุมกี่โอลด์แบนด์ซอสหอย510G
04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304002 COOKING SAUCES,0430400204 SEASONING SAUCE,ลีกุมกี่ซีอิ๊วขาวพรีเมียม500มล.
